match_id,game_date,game_mode,game_type,queue_id,map_id,game_version,game_duration_seconds,game_duration_minutes,champion,position,team_id,win,kills,deaths,assists,kda,double_kills,triple_kills,quadra_kills,penta_kills,first_blood,champion_level,total_damage_dealt,total_damage_to_champions,physical_damage_to_champions,magic_damage_to_champions,true_damage_to_champions,total_damage_taken,gold_earned,gold_spent,minions_killed,neutral_minions_killed,total_cs,cs_per_minute,vision_score,wards_placed,wards_killed,vision_wards_bought,damage_per_minute,damage_per_gold,kill_participation,objective_damage,summoner1Id,summoner2Id,item0,item1,item2,item3,item4,item5,item6,primary_rune_tree,primary_rune_0,primary_rune_1,primary_rune_2,primary_rune_3,secondary_rune_tree,secondary_rune_0,secondary_rune_1
TR1_1569852206,2024-11-25 21:32:00,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1187,19.78,MissFortune,BOTTOM,200,False,4,4,3,1.75,0,0,0,0,False,11,55694,9748,9185,462,100,9973,7538,7205,133,0,133,6.72,11,6,2,0,492.74,1.2932,0.6363636363636364,2293,4,21,3123,6676,1055,3047,1037,1018,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1569817735,2024-11-25 20:06:43,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2578,42.97,MissFortune,BOTTOM,200,True,6,9,13,2.11,0,0,0,0,False,17,168868,26364,23237,1516,1610,28767,14752,14580,153,9,162,3.77,29,15,2,0,613.59,1.7871,0.35185185185185186,29949,4,21,3033,6676,3047,3031,3508,1029,3340,primaryStyle,8369,8304,8345,8347,subStyle,8233,8236
TR1_1569784951,2024-11-25 18:16:08,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1815,30.25,MissFortune,BOTTOM,100,True,18,5,9,5.4,1,0,0,0,False,16,121770,26041,23933,729,1377,22296,14333,12250,139,4,143,4.73,16,10,0,0,860.86,1.8169,0.627906976744186,18134,4,21,3047,6676,3031,3156,3123,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1569774851,2024-11-25 17:37:33,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1917,31.95,MissFortune,BOTTOM,200,True,11,8,15,3.25,2,0,0,0,False,15,114655,24424,22785,837,801,23548,12639,12530,130,1,131,4.1,19,9,3,0,764.44,1.9324,0.5098039215686274,5780,4,21,3047,6676,3031,3033,1055,1053,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1569767973,2024-11-25 17:11:39,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1033,17.22,MissFortune,BOTTOM,100,True,2,4,3,1.25,0,0,0,0,False,9,44374,6109,5634,241,234,7914,6480,5600,111,0,111,6.45,7,4,1,0,354.83,0.9427,0.35714285714285715,2656,4,21,6676,3047,1055,3133,0,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1569743453,2024-11-25 15:07:04,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2244,37.4,MissFortune,BOTTOM,200,False,14,10,13,2.7,2,0,0,0,False,17,162373,29982,27437,1388,1155,34873,14298,14150,150,12,162,4.33,23,13,2,0,801.66,2.0969,0.574468085106383,12090,4,21,3031,6676,3047,3033,3508,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1569736789,2024-11-25 14:32:32,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1690,28.17,MissFortune,BOTTOM,200,True,8,10,12,2.0,0,0,0,0,False,14,82647,16129,14703,843,583,19647,10702,9250,103,4,107,3.8,7,5,0,0,572.63,1.5071,0.5128205128205128,6903,4,21,3047,6676,3123,3031,2022,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1569729697,2024-11-25 13:47:17,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2255,37.58,MissFortune,BOTTOM,200,True,23,9,7,3.33,4,0,0,0,True,16,159913,41435,39037,1232,1165,31025,19218,17600,156,4,160,4.26,15,10,0,0,1102.48,2.1561,0.7894736842105263,20017,4,21,6676,3047,3508,3031,3033,3026,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1569718692,2024-11-25 12:40:11,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2437,40.62,Nilah,BOTTOM,100,False,8,12,9,1.42,0,0,0,0,False,16,150821,18738,17453,33,1251,32501,13808,13200,157,10,167,4.11,24,14,0,0,461.34,1.357,0.3469387755102041,18312,4,21,3508,6676,3031,3047,3144,1038,3340,primaryStyle,8010,9111,9103,8299,subStyle,8143,8135
TR1_1569716321,2024-11-25 12:01:13,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1444,24.07,Hecarim,JUNGLE,100,True,4,4,16,5.0,1,0,0,0,False,12,100495,12285,10273,1582,429,25887,9054,7700,24,76,100,4.16,14,6,0,0,510.46,1.3569,0.37735849056603776,32844,6,11,0,6697,3047,3071,0,0,3340,primaryStyle,8010,9111,9105,8299,subStyle,8234,8275
TR1_1569712229,2024-11-25 11:16:39,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,1807,30.12,Nilah,BOTTOM,100,True,8,7,8,2.29,0,0,0,0,False,13,85801,14064,13039,83,941,19859,11602,11200,127,0,127,4.22,18,10,1,0,466.98,1.2122,0.32653061224489793,12348,4,21,6676,1055,3047,3032,3031,0,3340,primaryStyle,8010,9111,9103,8299,subStyle,8143,8135
TR1_1569709343,2024-11-25 10:43:16,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,1518,25.3,Nilah,BOTTOM,200,True,5,3,11,5.33,0,0,0,0,False,12,92281,13299,12373,0,926,18303,10013,9500,135,0,135,5.34,12,8,0,0,525.65,1.3282,0.41025641025641024,9598,4,21,6676,3047,3031,1053,0,0,3340,primaryStyle,8010,9111,9103,8299,subStyle,8143,8135
TR1_1569706202,2024-11-25 10:08:08,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,1561,26.02,MissFortune,BOTTOM,100,True,7,2,6,6.5,1,0,0,0,False,13,86437,15305,14050,771,483,12450,10034,9350,130,0,130,5.0,10,7,1,0,588.28,1.5253,0.40625,10475,4,21,6676,3047,3031,3133,0,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1569636893,2024-11-24 23:50:18,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2801,46.68,MissFortune,BOTTOM,100,True,22,10,10,3.2,5,0,0,0,False,18,253999,59616,56083,1927,1606,39159,21089,17850,207,4,211,4.52,23,14,2,0,1277.03,2.8269,0.5818181818181818,21031,4,21,3047,6676,3031,3033,3508,3026,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1569569690,2024-11-24 21:13:28,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2024,33.73,Sett,TOP,200,True,7,6,8,2.5,0,0,0,0,False,14,68221,15311,13190,0,2120,29999,11318,10025,90,4,94,2.79,17,4,1,1,453.88,1.3528,0.42857142857142855,15316,4,12,3153,3111,3071,2021,1028,0,3364,primaryStyle,8010,9111,9104,8299,subStyle,8444,8242
TR1_1569564016,2024-11-24 20:55:01,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,329,5.48,Pantheon,TOP,200,False,0,1,0,0.0,0,0,0,0,False,4,5707,1844,1683,89,72,1954,1294,1250,14,0,14,2.55,1,1,0,0,336.29,1.425,0.0,0,4,14,1055,1036,1036,0,0,0,3340,primaryStyle,8005,8009,9105,8299,subStyle,8237,8210
TR1_1569545708,2024-11-24 20:15:05,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1951,32.52,Diana,JUNGLE,100,False,7,8,8,1.88,1,0,0,0,False,15,160151,20676,3757,16022,896,29929,10973,10900,49,81,130,4.0,21,12,0,0,635.86,1.8843,0.42857142857142855,23631,4,11,3100,6665,3111,3115,0,0,3340,primaryStyle,8010,9111,9104,8014,subStyle,8347,8304
TR1_1569434808,2024-11-24 15:03:44,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,2320,38.67,MissFortune,BOTTOM,200,True,16,7,8,3.43,2,0,0,0,False,17,153418,27088,25275,1105,708,29862,14974,14550,171,0,171,4.42,20,11,0,0,700.55,1.809,0.4897959183673469,8314,4,21,3111,6676,3508,3031,3036,1029,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1568937795,2024-11-22 23:37:31,CLASSIC,MATCHED_GAME,400,11,14.23.636.9832,2401,40.02,Vi,JUNGLE,100,False,17,12,13,2.5,3,0,0,0,True,17,173123,41113,34774,0,6338,57836,15370,14683,32,81,113,2.82,14,1,2,0,1027.4,2.6749,0.46875,27423,4,11,3078,3047,3071,3053,3110,1031,3364,primaryStyle,8010,9111,9104,8014,subStyle,8143,8106
TR1_1568886135,2024-11-22 21:31:56,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1800,30.0,Vi,JUNGLE,100,True,4,4,4,2.0,0,0,0,0,False,14,139541,9063,7888,0,1174,26110,9396,10848,30,77,107,3.57,17,4,2,1,302.1,0.9646,0.21621621621621623,11338,4,11,3071,3078,3111,1036,0,0,3364,primaryStyle,8010,9111,9104,8014,subStyle,8143,8106
TR1_1568862663,2024-11-22 20:36:32,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2379,39.65,MissFortune,BOTTOM,200,False,9,18,15,1.33,2,0,0,0,False,16,109015,20672,19448,871,353,43117,12551,12400,123,0,123,3.1,22,12,1,0,521.36,1.647,0.38095238095238093,13282,4,21,6676,3047,3031,3508,3123,1036,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1568824179,2024-11-22 18:22:56,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2196,36.6,Kaisa,BOTTOM,200,False,5,12,12,1.42,0,0,0,0,True,14,89717,10228,6779,3239,210,26979,10741,10900,116,8,124,3.39,18,10,1,0,279.45,0.9522,0.4594594594594595,11775,4,21,3139,3124,3111,2421,1058,0,3340,primaryStyle,8008,8009,9103,8014,subStyle,8345,8304
TR1_1568812987,2024-11-22 17:48:51,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1534,25.57,Varus,BOTTOM,100,False,5,3,6,3.67,0,0,0,0,False,13,77288,14222,10237,3984,0,17584,8450,8150,129,0,129,5.05,10,6,1,0,556.27,1.6831,0.4074074074074074,2935,4,21,3047,3124,3302,0,1055,0,3340,primaryStyle,8008,9101,9104,8017,subStyle,8345,8347
TR1_1568799490,2024-11-22 16:49:39,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1695,28.25,Pantheon,UTILITY,200,True,2,6,15,2.83,0,0,0,0,False,14,44237,12748,11994,0,753,19167,9132,7335,36,0,36,1.27,50,30,0,0,451.26,1.396,0.4857142857142857,5765,4,14,3877,6692,3123,3047,3134,6690,3340,primaryStyle,8010,9111,9105,8014,subStyle,8126,8105
TR1_1568796218,2024-11-22 16:29:50,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,818,13.63,MissFortune,BOTTOM,200,False,2,7,0,0.29,0,0,0,0,True,7,20783,2995,2544,451,0,8510,4216,3800,63,0,63,4.62,4,4,0,0,219.68,0.7104,0.4,0,4,21,1055,6676,1029,0,2422,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1568758843,2024-11-22 13:36:06,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2453,40.88,Varus,BOTTOM,200,False,3,10,15,1.8,0,0,0,0,False,15,111576,19068,13048,5784,236,30380,12131,12180,120,8,128,3.13,17,10,0,0,466.4,1.5718,0.391304347826087,14984,4,21,3124,3047,3302,3153,3082,0,3340,primaryStyle,8005,9111,9104,8014,subStyle,8139,8135
TR1_1568756008,2024-11-22 12:49:25,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2122,35.37,MissFortune,BOTTOM,200,True,12,14,16,2.0,3,1,0,0,False,15,115162,28961,26878,1007,1075,28927,14181,12625,141,0,141,3.99,18,11,0,0,818.88,2.0422,0.45161290322580644,8666,4,21,3142,6676,3047,3508,1037,1038,3340,primaryStyle,8369,8304,8345,8347,subStyle,8233,8236
TR1_1568747985,2024-11-22 12:14:59,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1432,23.87,MissFortune,BOTTOM,100,True,3,6,10,2.17,0,0,0,0,False,11,67815,18432,17840,592,0,13482,8041,7600,116,0,116,4.86,11,7,0,0,772.29,2.2923,0.52,6629,4,21,3142,1055,6676,3047,0,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1568395669,2024-11-21 00:22:19,CLASSIC,MATCHED_GAME,440,11,14.23.635.9815,1854,30.9,Riven,TOP,200,True,4,8,9,1.62,0,0,0,0,False,15,69173,11780,11522,0,258,29268,10173,9850,104,8,112,3.62,18,10,0,0,381.23,1.158,0.24528301886792453,1314,4,12,3047,3071,6333,3133,1036,0,3340,primaryStyle,8010,9111,9105,8299,subStyle,8275,8210
TR1_1568387099,2024-11-20 23:52:37,CLASSIC,MATCHED_GAME,440,11,14.23.635.9815,1326,22.1,Nilah,BOTTOM,200,False,4,7,2,0.86,0,0,0,0,False,11,54006,6629,6168,0,461,13428,7924,7805,110,0,110,4.98,10,6,1,0,299.95,0.8366,0.4,2520,4,21,1037,6676,3047,1018,1055,1038,3340,primaryStyle,8010,9111,9103,8299,subStyle,8143,8135
TR1_1568315708,2024-11-20 20:42:27,CLASSIC,MATCHED_GAME,440,11,14.23.635.9815,2730,45.5,MissFortune,BOTTOM,100,True,13,14,17,2.14,2,0,0,0,True,18,205313,33875,30739,1200,1935,42408,17274,16050,193,4,197,4.33,18,11,1,0,744.51,1.961,0.44776119402985076,5189,4,21,3140,3031,6676,3033,3047,3508,3340,primaryStyle,8369,8304,8345,8347,subStyle,8233,8236
TR1_1568302631,2024-11-20 19:59:44,CLASSIC,MATCHED_GAME,440,11,14.23.635.9815,2074,34.57,MissFortune,BOTTOM,200,False,12,10,13,2.5,2,0,0,0,True,15,91745,24584,22883,929,772,34426,13247,12500,130,4,134,3.88,18,9,2,0,711.21,1.8558,0.5555555555555556,3585,4,21,3094,6676,3111,3072,3035,1036,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1568294822,2024-11-20 19:31:12,CLASSIC,MATCHED_GAME,440,11,14.23.635.9815,984,16.4,Pantheon,UTILITY,200,False,3,4,4,1.75,0,0,0,0,False,9,11810,3533,3533,0,0,10826,5050,3225,15,0,15,0.91,23,13,0,1,215.43,0.6996,0.6363636363636364,1739,4,7,3869,3047,3133,1036,0,0,3340,primaryStyle,8005,9111,9105,8014,subStyle,8347,8306
TR1_1568286339,2024-11-20 18:48:18,CLASSIC,MATCHED_GAME,440,11,14.23.635.9815,2138,35.63,Riven,TOP,100,True,2,8,12,1.75,0,0,0,0,False,15,80429,12445,11732,89,624,32171,9664,9450,124,0,124,3.48,15,10,0,0,349.25,1.2878,0.2916666666666667,2994,4,14,3111,3071,3156,3133,1036,0,3340,primaryStyle,8010,9111,9105,8017,subStyle,8444,8401
TR1_1568274862,2024-11-20 18:00:41,CLASSIC,MATCHED_GAME,440,11,14.23.635.9815,2072,34.53,Riven,TOP,100,True,6,5,6,2.4,1,0,0,0,False,15,69668,11945,11697,0,247,24914,10760,10600,111,0,111,3.21,19,11,0,0,345.9,1.1101,0.26666666666666666,4374,4,14,3077,3111,3071,3156,1053,2022,3340,primaryStyle,8010,9111,9105,8299,subStyle,8275,8210
TR1_1568250851,2024-11-20 15:47:31,CLASSIC,MATCHED_GAME,440,11,14.23.635.9815,1688,28.13,Riven,TOP,100,True,8,7,7,2.14,0,0,0,0,False,13,70114,16384,15402,0,982,20673,9110,8400,87,0,87,3.09,13,8,0,0,582.37,1.7985,0.30612244897959184,6894,4,14,3047,6692,3071,1055,1036,0,3340,primaryStyle,8010,9111,9105,8299,subStyle,8275,8210
TR1_1568221815,2024-11-20 09:43:19,CLASSIC,MATCHED_GAME,440,11,14.23.635.9815,2475,41.25,Riven,TOP,100,False,6,5,12,3.6,0,0,0,0,False,18,166495,20699,19005,0,1694,41862,14339,13550,193,8,201,4.87,24,15,0,0,501.79,1.4435,0.42857142857142855,14883,4,14,3047,3071,6333,3156,3133,1053,3340,primaryStyle,8010,9111,9105,8299,subStyle,8275,8210
TR1_1568144344,2024-11-19 21:52:39,CLASSIC,MATCHED_GAME,440,11,14.22.635.4945,1440,24.0,Hecarim,JUNGLE,100,False,0,7,3,0.43,0,0,0,0,False,10,78959,5168,3759,1249,160,24293,5652,5200,15,62,77,3.21,10,7,0,0,215.33,0.9144,0.23076923076923078,367,6,11,6692,3047,1028,0,0,1101,3340,primaryStyle,8010,9111,9105,8299,subStyle,8234,8275
TR1_1568135021,2024-11-19 21:22:55,CLASSIC,MATCHED_GAME,440,11,14.22.635.4945,922,15.37,Garen,TOP,200,False,1,1,1,2.0,0,0,0,0,False,10,35285,5178,4697,0,480,7423,4246,4350,72,0,72,4.69,6,4,0,0,336.96,1.2195,0.2857142857142857,0,4,12,3077,3047,3044,1042,0,0,3340,primaryStyle,8010,9111,9105,8299,subStyle,8234,8275
TR1_1568121342,2024-11-19 20:37:58,CLASSIC,MATCHED_GAME,440,11,14.22.635.4945,1972,32.87,Ekko,JUNGLE,100,False,4,8,2,0.75,0,0,0,0,False,11,80739,11749,1485,8583,1680,38220,8605,8650,16,60,76,2.31,22,12,0,0,357.47,1.3654,0.25,4819,4,11,3152,3100,3020,1033,1052,1052,3340,primaryStyle,8128,8143,8138,8135,subStyle,8347,8304
TR1_1568116098,2024-11-19 20:13:43,ARAM,MATCHED_GAME,450,12,14.22.635.4945,1099,18.32,Zeri,NONE,200,False,6,13,14,1.54,0,0,0,0,False,16,59159,17431,10362,6613,455,25933,11201,10100,41,0,41,2.24,0,0,0,0,951.65,1.5562,0.47619047619047616,0,6,7,3006,3087,3085,3031,0,0,0,primaryStyle,8005,8009,9103,8014,subStyle,8139,8135
TR1_1567737743,2024-11-17 21:32:26,CLASSIC,MATCHED_GAME,400,11,14.22.635.4945,1452,24.2,Ekko,JUNGLE,200,False,3,6,3,1.0,0,0,0,0,False,11,74620,6883,996,5275,611,19769,6414,5500,27,40,67,2.77,13,8,0,0,284.42,1.0731,0.24,8157,4,11,2420,2422,3100,1101,0,0,3340,primaryStyle,8128,8143,8138,8135,subStyle,8347,8304
TR1_1567733829,2024-11-17 21:21:28,CLASSIC,MATCHED_GAME,400,11,14.22.635.4945,127,2.12,Vi,JUNGLE,200,True,0,0,0,0.0,0,0,0,0,False,1,0,0,0,0,0,0,535,500,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,4,11,1101,2003,0,0,0,0,3340,primaryStyle,8010,9111,9105,8014,subStyle,8347,8304
TR1_1567718900,2024-11-17 20:35:05,CLASSIC,MATCHED_GAME,400,11,14.22.635.4945,2393,39.88,Vi,JUNGLE,100,True,5,3,15,6.67,0,0,0,0,False,17,170259,18323,17636,175,510,25607,12512,10558,43,80,123,3.08,22,7,0,1,459.41,1.4644,0.39215686274509803,40194,4,11,3078,3156,3110,0,3047,0,3364,primaryStyle,8010,9111,9105,8014,subStyle,8347,8304
TR1_1567705375,2024-11-17 19:48:31,CLASSIC,MATCHED_GAME,400,11,14.22.635.4945,2308,38.47,Ekko,JUNGLE,100,True,8,6,20,4.67,0,0,0,0,False,17,181149,21967,2352,18018,1595,41678,13689,11700,56,84,140,3.64,28,15,0,0,571.07,1.6047,0.5283018867924528,25136,4,11,3157,3100,3020,3115,1026,0,3340,primaryStyle,8128,8143,8138,8135,subStyle,8347,8304
TR1_1567700524,2024-11-17 19:36:45,CLASSIC,MATCHED_GAME,400,11,14.22.635.4945,243,4.05,Ekko,JUNGLE,100,False,0,0,0,0.0,0,0,0,0,False,4,15483,0,0,0,0,3199,1341,500,0,24,24,5.93,1,1,0,0,0.0,0.0,0.0,0,4,11,1101,0,0,0,0,0,3340,primaryStyle,8128,8143,8138,8135,subStyle,8347,8304
TR1_1567690924,2024-11-17 19:01:54,CLASSIC,MATCHED_GAME,400,11,14.22.635.4945,1713,28.55,Aurora,MIDDLE,100,False,3,5,1,0.8,0,0,0,0,False,13,63112,14401,722,13509,170,22491,7025,6800,89,0,89,3.12,9,6,0,0,504.41,2.05,0.25,0,4,12,3113,3020,3067,2022,6653,1082,3340,primaryStyle,8112,8139,8138,8106,subStyle,8226,8210
TR1_1566020721,2024-11-10 21:04:36,CLASSIC,MATCHED_GAME,440,11,14.22.633.1362,1994,33.23,Leblanc,MIDDLE,200,False,8,10,9,1.7,0,0,0,0,False,14,59640,16622,1278,13899,1444,28404,9783,9250,78,0,78,2.35,12,9,0,0,500.16,1.6991,0.4358974358974359,674,4,12,2420,3020,4646,0,6655,0,3340,primaryStyle,8112,8143,8138,8105,subStyle,8236,8210
TR1_1566012338,2024-11-10 20:35:06,CLASSIC,MATCHED_GAME,440,11,14.22.633.1362,1313,21.88,Leblanc,MIDDLE,200,False,1,1,1,2.0,0,0,0,0,False,12,40988,7574,1190,5251,1132,10043,4813,4950,71,0,71,3.24,8,6,0,0,346.11,1.5737,0.16666666666666666,0,4,14,6655,3020,1029,0,0,0,3340,primaryStyle,8112,8143,8138,8105,subStyle,8236,8210
TR1_1565908038,2024-11-10 13:59:56,CLASSIC,MATCHED_GAME,440,11,14.22.633.1362,1489,24.82,Aurora,MIDDLE,100,False,3,7,3,0.86,0,0,0,0,False,13,52691,14928,930,13927,70,18898,6606,5800,67,0,67,2.7,13,7,1,0,601.53,2.2598,0.3,0,4,12,6653,3020,1026,0,1082,0,3340,primaryStyle,8112,8139,8138,8106,subStyle,8226,8210
TR1_1565896064,2024-11-10 13:09:46,CLASSIC,MATCHED_GAME,440,11,14.22.633.1362,2172,36.2,Riven,TOP,100,False,7,7,11,2.57,1,0,0,0,False,17,97876,15443,14927,0,516,35118,10439,10350,128,0,128,3.54,19,13,1,0,426.6,1.4794,0.375,3082,4,14,3077,3071,6692,3158,3133,1036,3340,primaryStyle,8010,9111,9105,8299,subStyle,8275,8210
TR1_1565883544,2024-11-10 12:17:52,CLASSIC,MATCHED_GAME,400,11,14.22.633.1362,1450,24.17,Aurora,MIDDLE,100,True,6,8,10,2.0,1,0,0,0,False,12,36535,10839,1315,9524,0,20292,7515,7400,47,6,53,2.19,14,8,1,0,448.51,1.4423,0.41025641025641024,5202,4,12,1082,6653,3020,3803,1026,0,3340,primaryStyle,8112,8139,8138,8106,subStyle,8226,8210
TR1_1565775693,2024-11-09 22:42:18,CLASSIC,MATCHED_GAME,420,11,14.22.633.1362,2489,41.48,Aurora,MIDDLE,100,False,6,9,9,1.67,0,0,0,0,False,18,134336,26748,1951,24643,152,45995,12197,12050,164,4,168,4.05,20,12,0,0,644.79,2.193,0.3333333333333333,555,4,12,6657,6653,3047,3116,3067,3113,3340,primaryStyle,8112,8139,8138,8106,subStyle,8226,8210
TR1_1565763046,2024-11-09 22:01:05,CLASSIC,MATCHED_GAME,420,11,14.22.633.1362,1893,31.55,Aurora,MIDDLE,200,True,8,1,7,15.0,1,0,0,0,False,18,125272,25873,3558,20850,1464,25146,11635,10250,140,4,144,4.56,13,7,1,0,820.06,2.2237,0.29411764705882354,13455,4,14,6657,6653,3020,3116,0,0,3340,primaryStyle,8112,8139,8138,8106,subStyle,8226,8210
TR1_1565648315,2024-11-09 14:43:26,CLASSIC,MATCHED_GAME,400,11,14.22.633.1362,1558,25.97,Aurora,MIDDLE,100,False,2,4,3,1.25,0,0,0,0,False,13,64436,9625,751,8873,0,18111,6693,6800,101,0,101,3.89,15,8,0,0,370.67,1.4381,0.22727272727272727,2859,4,12,3147,3020,6657,2508,0,0,3340,primaryStyle,8112,8139,8138,8106,subStyle,8226,8210
TR1_1565638933,2024-11-09 14:14:36,CLASSIC,MATCHED_GAME,400,11,14.22.633.1362,1007,16.78,Aurora,MIDDLE,100,False,1,2,2,1.5,0,0,0,0,False,9,35233,3038,284,2754,0,8155,4138,3700,63,0,63,3.75,5,4,0,0,181.01,0.7342,0.2727272727272727,0,4,12,2031,3147,1001,2508,1056,0,3340,primaryStyle,8112,8139,8138,8106,subStyle,8226,8210
TR1_1565632355,2024-11-09 13:28:29,CLASSIC,MATCHED_GAME,400,11,14.22.633.1362,2022,33.7,Aurora,MIDDLE,200,True,5,3,1,2.0,0,0,0,0,False,16,100215,15758,1690,13920,147,29407,10752,9500,120,4,124,3.68,15,8,1,0,467.6,1.4656,0.23076923076923078,6873,4,12,6657,3047,6653,3147,3108,0,3340,primaryStyle,8112,8139,8138,8106,subStyle,8226,8210
TR1_1565071844,2024-11-06 21:04:47,CLASSIC,MATCHED_GAME,400,11,14.22.631.8255,1838,30.63,Akali,MIDDLE,200,False,5,7,8,1.86,0,0,0,0,False,14,77246,21361,1394,18398,1568,36216,8332,8400,86,0,86,2.81,15,8,2,0,697.31,2.5637,0.3611111111111111,1198,4,12,3152,3020,4646,1033,1028,1006,3340,primaryStyle,8112,8143,8138,8106,subStyle,8451,8444
TR1_1565059496,2024-11-06 20:14:58,CLASSIC,MATCHED_GAME,400,11,14.22.631.8255,2596,43.27,Diana,MIDDLE,200,False,8,12,14,1.83,1,0,0,0,False,17,179994,31068,2503,25818,2746,38272,13720,12600,129,5,134,3.1,24,16,0,0,718.06,2.2644,0.38596491228070173,15844,4,14,3089,4646,3020,1029,4645,1052,3340,primaryStyle,8112,8143,8138,8135,subStyle,8226,8237
TR1_1564528857,2024-11-03 20:55:50,CLASSIC,MATCHED_GAME,400,11,14.21.630.3012,959,15.98,MissFortune,BOTTOM,200,True,4,1,2,6.0,1,0,0,0,False,9,39337,5751,5375,375,0,5854,5392,5325,89,0,89,5.57,7,5,0,0,359.81,1.0666,0.25,931,4,7,6690,3508,3009,1055,1042,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1564212048,2024-11-02 16:37:17,CLASSIC,MATCHED_GAME,400,11,14.21.630.3012,1105,18.42,Fizz,MIDDLE,100,False,1,3,0,0.33,0,0,0,0,False,9,25871,2689,578,1528,583,6905,4380,3550,57,4,61,3.31,8,5,0,0,146.01,0.6139,0.125,895,4,14,3020,3057,3113,0,0,0,3340,primaryStyle,8112,8143,8138,8135,subStyle,8237,8210
TR1_1564204082,2024-11-02 16:02:40,CLASSIC,MATCHED_GAME,400,11,14.21.630.3012,1709,28.48,Akali,MIDDLE,100,False,4,4,3,1.75,0,0,0,0,False,14,67714,11618,834,9350,1433,19889,7322,7200,95,0,95,3.34,13,8,1,0,407.89,1.5867,0.25,1275,4,14,1056,3111,3157,3145,2022,1028,3340,primaryStyle,8112,8143,8138,8106,subStyle,8451,8444
TR1_1564075962,2024-11-01 23:31:15,CLASSIC,MATCHED_GAME,400,11,14.21.630.3012,1683,28.05,Nilah,BOTTOM,200,False,6,6,6,2.0,1,0,0,0,False,12,59336,12779,10756,705,1317,19205,9373,9475,118,0,118,4.21,13,9,0,1,455.58,1.3634,0.42857142857142855,2148,4,7,6676,3047,3031,1053,0,0,3340,primaryStyle,8010,9111,9103,8299,subStyle,8143,8135
TR1_1410413248,2023-05-21 21:51:29,CLASSIC,MATCHED_GAME,420,11,13.10.509.8402,1893,31.55,Teemo,TOP,200,False,7,9,8,1.67,0,0,0,0,False,17,175230,29889,2679,25059,2151,25826,13787,12950,222,2,224,7.1,18,10,2,0,947.35,2.1679,0.4166666666666667,3259,4,14,2421,6653,3020,3165,4637,3191,3340,primaryStyle,8005,9111,9104,8014,subStyle,8236,8226
