match_id,game_date,game_mode,game_type,queue_id,map_id,game_version,game_duration_seconds,game_duration_minutes,champion,position,team_id,win,kills,deaths,assists,kda,double_kills,triple_kills,quadra_kills,penta_kills,first_blood,champion_level,total_damage_dealt,total_damage_to_champions,physical_damage_to_champions,magic_damage_to_champions,true_damage_to_champions,total_damage_taken,gold_earned,gold_spent,minions_killed,neutral_minions_killed,total_cs,cs_per_minute,vision_score,wards_placed,wards_killed,vision_wards_bought,damage_per_minute,damage_per_gold,kill_participation,objective_damage,summoner1Id,summoner2Id,item0,item1,item2,item3,item4,item5,item6,primary_rune_tree,primary_rune_0,primary_rune_1,primary_rune_2,primary_rune_3,secondary_rune_tree,secondary_rune_0,secondary_rune_1
TR1_1573885658,2024-12-09 20:50:18,CLASSIC,MATCHED_GAME,400,11,14.23.636.9832,2289,38.15,Sejuani,JUNGLE,100,False,3,6,18,3.5,0,0,0,0,False,15,174939,11576,3810,6691,1074,45610,12470,12850,60,84,144,3.77,30,14,3,0,303.43,0.9283,0.40384615384615385,36770,4,11,3075,3047,3050,3068,3110,1029,3340,primaryStyle,8439,8463,8429,8451,subStyle,9104,9111
TR1_1573878513,2024-12-09 20:28:58,CLASSIC,MATCHED_GAME,400,11,14.23.636.9832,976,16.27,Sejuani,JUNGLE,200,True,1,2,5,3.0,0,0,0,0,False,9,72729,4745,2013,2530,202,13266,5488,4550,19,62,81,4.98,7,5,0,0,291.7,0.8646,0.2222222222222222,11042,4,11,1101,3068,3047,0,0,0,3340,primaryStyle,8439,8463,8429,8451,subStyle,9104,9111
TR1_1573868671,2024-12-09 20:04:33,CLASSIC,MATCHED_GAME,400,11,14.23.636.9832,925,15.42,Rengar,JUNGLE,100,True,3,1,1,4.0,0,0,0,0,False,9,66600,1118,972,70,76,10812,5193,3850,3,68,71,4.61,7,4,0,0,72.52,0.2153,0.19047619047619047,6405,4,11,1101,6699,1001,0,0,0,3340,primaryStyle,8010,9111,9104,8017,subStyle,8138,8105
TR1_1573832949,2024-12-09 17:58:43,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2002,33.37,MissFortune,BOTTOM,100,True,17,5,7,4.8,3,2,1,1,False,16,177854,33729,31482,839,1407,22070,17696,17750,224,4,228,6.83,18,9,3,0,1010.86,1.906,0.5454545454545454,18872,4,21,6676,3047,3033,3031,6672,3026,3340,primaryStyle,8369,8304,8345,8347,subStyle,8233,8236
TR1_1573827629,2024-12-09 17:36:52,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,913,15.22,MissFortune,BOTTOM,200,True,7,1,2,9.0,2,0,0,0,False,9,45743,6147,5338,442,366,5115,7633,5350,121,0,121,7.95,4,3,0,0,403.96,0.8053,0.42857142857142855,3657,4,21,0,6676,3047,1018,1055,0,3340,primaryStyle,8369,8304,8345,8347,subStyle,8233,8236
TR1_1573779544,2024-12-09 12:54:00,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,2017,33.62,MissFortune,BOTTOM,200,True,10,4,7,4.25,1,1,0,0,True,16,177435,22316,19137,1734,1445,18514,15402,14125,190,4,194,5.77,18,11,0,0,663.84,1.4489,0.4358974358974359,24413,4,21,3047,6676,3031,3033,2019,6690,3340,primaryStyle,8369,8304,8345,8347,subStyle,8014,8009
TR1_1573657338,2024-12-08 22:03:41,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2277,37.95,Sejuani,JUNGLE,200,True,5,9,23,3.11,0,0,0,0,False,17,179214,15292,5840,7926,1525,47029,14228,12850,57,92,149,3.93,28,14,1,0,402.95,1.0748,0.4,36321,4,11,2504,3068,3047,3075,1057,1011,3340,primaryStyle,8439,8463,8429,8451,subStyle,9104,9111
TR1_1573644394,2024-12-08 21:36:02,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1392,23.2,Sejuani,JUNGLE,200,True,3,2,19,11.0,0,0,0,0,False,13,120218,8447,3480,4604,361,17539,9641,7850,30,82,112,4.83,13,7,0,0,364.09,0.8762,0.55,16350,4,11,3075,3068,3082,3047,0,0,3340,primaryStyle,8439,8463,8429,8451,subStyle,9104,9111
TR1_1572238010,2024-12-04 00:45:09,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1953,32.55,Diana,MIDDLE,100,False,4,12,9,1.08,0,0,0,0,False,14,128163,16403,1342,13558,1502,27741,9582,9550,120,0,120,3.69,19,10,1,0,503.93,1.7119,0.30952380952380953,6276,4,14,2421,3111,4646,3100,0,0,3340,primaryStyle,8112,8143,8138,8135,subStyle,8226,8237
TR1_1572227142,2024-12-04 00:08:52,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1596,26.6,Renekton,TOP,200,False,5,3,4,3.0,1,0,0,0,False,14,102521,13866,11255,2159,451,23500,9476,8900,140,0,140,5.26,11,8,0,0,521.28,1.4633,0.47368421052631576,6306,4,12,3071,3047,3161,1028,1036,0,3340,primaryStyle,8005,9111,9105,8299,subStyle,8126,8106
TR1_1572210487,2024-12-03 23:27:54,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2041,34.02,Vladimir,MIDDLE,200,False,6,8,7,1.62,0,0,0,0,False,15,77367,15222,982,14143,96,29415,9431,9620,110,0,110,3.23,16,10,1,0,447.49,1.614,0.30952380952380953,124,4,6,1058,3047,4629,4646,1052,0,3340,primaryStyle,8214,8275,8210,8237,subStyle,8299,9105
TR1_1572159928,2024-12-03 21:29:29,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1806,30.1,Veigar,BOTTOM,200,False,3,5,5,1.6,0,0,0,0,False,13,89175,14210,352,13532,325,13959,9775,8350,138,0,138,4.58,8,6,0,0,472.09,1.4537,0.47058823529411764,2862,4,21,3040,3047,2003,4646,1052,1027,3340,primaryStyle,8229,8226,8210,8236,subStyle,8126,8106
TR1_1572139614,2024-12-03 20:38:42,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2369,39.48,MissFortune,BOTTOM,100,False,9,8,10,2.38,0,0,0,0,False,16,122702,22733,20735,743,1253,25720,14461,14350,165,0,165,4.18,29,15,4,0,575.76,1.572,0.475,6739,4,21,6672,6676,3033,3047,3031,0,3340,primaryStyle,8369,8304,8345,8347,subStyle,8014,8009
TR1_1572082917,2024-12-03 17:32:53,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2051,34.18,Caitlyn,BOTTOM,200,True,7,13,13,1.54,1,0,0,0,False,14,107241,17926,16271,722,931,25653,12215,11900,130,12,142,4.15,18,11,0,0,524.41,1.4675,0.5128205128205128,7104,4,21,3094,6676,3047,3031,3123,1036,3340,primaryStyle,8369,8304,8345,8347,subStyle,8233,8236
TR1_1572076420,2024-12-03 16:53:43,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1910,31.83,MissFortune,BOTTOM,200,False,7,9,6,1.44,1,0,0,0,True,13,85827,18629,16716,848,1064,24376,11067,10100,135,4,139,4.37,15,8,2,0,585.2,1.6833,0.38235294117647056,2737,4,21,3508,6676,3047,0,1038,1018,3340,primaryStyle,8369,8304,8345,8347,subStyle,8233,8236
TR1_1572068895,2024-12-03 16:25:15,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1297,21.62,MissFortune,BOTTOM,100,True,13,2,5,9.0,2,1,0,0,True,12,68182,19359,17967,467,924,11205,10400,9800,122,0,122,5.64,6,4,0,0,895.56,1.8614,0.5142857142857142,3613,4,21,3123,3111,6676,3031,1036,0,3340,primaryStyle,8369,8304,8345,8347,subStyle,8014,8009
TR1_1572029258,2024-12-03 12:20:22,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2224,37.07,Caitlyn,BOTTOM,100,False,6,7,6,1.71,1,0,0,0,False,16,225523,13776,12600,393,782,21948,15155,14850,265,4,269,7.26,23,14,3,0,371.65,0.909,0.4,4447,4,21,3047,3031,6676,6672,3033,1036,3340,primaryStyle,8369,8304,8345,8347,subStyle,8233,8236
TR1_1572027308,2024-12-03 11:53:12,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1017,16.95,Viego,JUNGLE,100,False,0,4,2,0.5,0,0,0,0,False,8,64436,2935,2538,41,355,15736,4373,4283,9,57,66,3.89,8,5,0,0,173.16,0.6712,0.5,0,4,11,1101,3078,2003,0,0,1001,3340,primaryStyle,8010,9111,9104,8014,subStyle,8143,8135
TR1_1571899117,2024-12-02 21:36:47,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,912,15.2,Sejuani,JUNGLE,200,True,2,1,6,8.0,0,0,0,0,False,9,92480,3422,1584,1719,118,14219,5211,4450,4,78,82,5.39,11,5,0,0,225.13,0.6567,0.27586206896551724,23619,4,11,1101,3068,3076,0,1001,0,3340,primaryStyle,8439,8463,8429,8451,subStyle,9104,9111
TR1_1571882326,2024-12-02 20:55:21,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1825,30.42,Kayn,JUNGLE,100,True,2,5,13,3.0,0,0,0,0,False,14,137863,12062,11640,0,421,27744,10218,9250,35,83,118,3.88,14,7,0,0,396.56,1.1805,0.3125,26154,4,11,3142,3071,3047,3134,3133,0,3340,primaryStyle,8010,9111,9105,8299,subStyle,8347,8304
TR1_1571866335,2024-12-02 20:10:07,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2328,38.8,Ekko,JUNGLE,200,True,7,8,10,2.12,0,0,0,0,False,17,178555,14547,1773,10203,2570,39700,12768,11150,44,103,147,3.79,33,16,2,0,374.92,1.1393,0.32075471698113206,27288,4,11,3152,3100,3047,3115,1029,1052,3340,primaryStyle,8128,8143,8138,8135,subStyle,8347,8304
TR1_1571863397,2024-12-02 20:00:35,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,106,1.77,Ekko,JUNGLE,100,True,0,0,0,0.0,0,0,0,0,False,1,1281,0,0,0,0,290,500,500,0,0,0,0.0,1,1,0,0,0.0,0.0,0.0,0,4,11,1101,0,0,0,0,0,3340,primaryStyle,8128,8143,8138,8135,subStyle,8347,8304
TR1_1571788427,2024-12-02 14:36:57,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1797,29.95,MissFortune,BOTTOM,200,False,7,10,7,1.4,0,0,0,0,False,13,93671,11259,10221,802,235,25387,10285,9075,119,4,123,4.11,14,8,1,0,375.93,1.0947,0.3783783783783784,4657,4,21,6676,3047,3123,3508,1037,0,3340,primaryStyle,8369,8304,8345,8347,subStyle,8233,8236
TR1_1571782268,2024-12-02 14:04:05,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1510,25.17,MissFortune,BOTTOM,100,False,5,10,3,0.8,1,0,0,0,False,11,51800,10324,8891,1354,78,20754,7578,7300,101,0,101,4.01,12,7,2,0,410.23,1.3624,0.34782608695652173,0,4,21,6676,3123,3047,3133,1018,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1571768151,2024-12-02 11:58:43,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2527,42.12,Nilah,BOTTOM,200,True,5,6,9,2.33,0,0,0,0,False,18,164501,7833,6920,0,913,33783,13952,11800,160,4,164,3.89,23,14,1,0,185.98,0.5614,0.2413793103448276,11929,4,21,3508,3047,6676,3033,1018,0,3340,primaryStyle,8005,9111,9103,8299,subStyle,8143,8135
TR1_1571676345,2024-12-01 23:12:02,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1657,27.62,MissFortune,BOTTOM,200,True,17,5,8,5.0,5,0,0,0,False,14,114600,21695,20307,1225,162,23569,13028,10900,131,16,147,5.32,16,7,1,0,785.58,1.6653,0.6578947368421053,14682,4,21,3031,3111,6676,3133,3123,1018,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1571656215,2024-12-01 22:26:03,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2421,40.35,MissFortune,BOTTOM,100,False,10,14,11,1.5,0,0,0,0,False,16,138205,32404,31008,1088,307,37010,14434,14530,175,4,179,4.44,17,13,0,0,803.07,2.245,0.525,2071,4,21,3031,3047,6676,3033,3508,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1571271624,2024-11-30 21:45:54,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2836,47.27,Vi,JUNGLE,200,False,4,13,22,2.0,0,0,0,0,False,18,210456,23554,20620,0,2934,58374,15246,14983,93,84,177,3.74,27,0,7,0,498.32,1.5449,0.5306122448979592,13455,4,11,3156,3078,3047,6610,3110,1033,3364,primaryStyle,8010,9111,9104,8014,subStyle,8143,8106
TR1_1571244516,2024-11-30 20:39:06,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2411,40.18,Sejuani,JUNGLE,100,True,4,7,23,3.86,0,0,0,0,False,17,168455,14817,5309,7703,1803,42606,13397,12900,46,108,154,3.83,30,13,2,0,368.73,1.106,0.54,15432,4,11,3050,3047,3068,3075,6665,1033,3340,primaryStyle,8439,8463,8429,8451,subStyle,8126,8106
TR1_1571231239,2024-11-30 20:00:29,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1592,26.53,Ekko,JUNGLE,200,False,7,8,7,1.75,1,1,1,0,False,12,92391,11469,1671,8610,1186,33431,9467,9200,19,62,81,3.05,14,9,0,0,432.25,1.2115,0.45161290322580644,10438,4,11,3152,1101,3047,3100,3108,1043,3340,primaryStyle,8128,8143,8138,8135,subStyle,9105,9111
TR1_1571176236,2024-11-30 17:13:57,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2011,33.52,Ekko,JUNGLE,200,True,8,7,8,2.29,0,0,0,0,False,15,142873,14666,1658,11471,1536,36147,11491,9450,44,78,122,3.64,21,12,0,0,437.57,1.2763,0.41025641025641024,15794,4,11,3152,3100,3047,0,1058,1052,3340,primaryStyle,8128,8143,8138,8135,subStyle,9105,9111
TR1_1571122082,2024-11-30 14:11:04,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1983,33.05,Diana,JUNGLE,200,False,8,11,8,1.45,1,0,0,0,False,13,140451,11573,1616,8823,1133,31303,10805,9950,32,80,112,3.39,24,11,0,0,350.17,1.0711,0.3333333333333333,14051,4,11,3113,3115,3047,3100,3145,0,3340,primaryStyle,8010,9111,9104,8014,subStyle,8143,8135
TR1_1571107567,2024-11-30 13:25:52,CLASSIC,MATCHED_GAME,400,11,14.23.636.9832,2141,35.68,Ekko,JUNGLE,100,False,4,8,6,1.25,1,0,0,0,False,16,159759,11009,1479,7518,2011,40891,11002,10725,59,96,155,4.34,24,12,0,1,308.52,1.0006,0.2564102564102564,23599,4,11,3152,3157,3100,0,3047,0,3364,primaryStyle,8128,8143,8138,8135,subStyle,8347,8304
TR1_1571099311,2024-11-30 12:46:02,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1787,29.78,Ekko,JUNGLE,100,True,14,8,11,3.12,1,0,0,0,False,15,143618,22468,3684,17297,1486,33214,12480,11400,48,48,96,3.22,15,10,0,0,754.38,1.8003,0.49019607843137253,37405,4,11,3152,3100,1101,3047,3115,1058,3340,primaryStyle,8128,8143,8138,8135,subStyle,8347,8304
TR1_1571091896,2024-11-30 12:18:43,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,912,15.2,MissFortune,BOTTOM,200,False,2,6,2,0.67,0,0,0,0,False,7,27895,8622,8165,457,0,9486,4074,4050,60,0,60,3.95,4,4,0,0,567.24,2.1163,0.5714285714285714,1685,4,21,3111,3123,0,1018,3134,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1571086114,2024-11-30 11:27:53,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2400,40.0,Caitlyn,BOTTOM,200,True,11,8,12,2.88,0,0,0,0,False,17,156503,21155,19704,778,672,28751,14234,12900,173,0,173,4.33,16,12,0,0,528.88,1.4862,0.5,12659,4,21,3123,6676,3111,3156,3031,1033,3340,primaryStyle,8005,8009,9103,8014,subStyle,8233,8236
TR1_1571020750,2024-11-30 01:14:17,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2352,39.2,MissFortune,BOTTOM,200,False,14,11,16,2.73,1,0,0,0,False,16,107886,31780,28566,1334,1880,38161,14539,13850,129,0,129,3.29,17,11,1,0,810.71,2.1858,0.5769230769230769,10117,4,21,6676,3047,3031,3033,3155,3133,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1571007964,2024-11-30 00:40:50,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1719,28.65,MissFortune,BOTTOM,200,True,13,4,3,4.0,3,0,0,0,False,14,102838,19351,17899,835,616,21466,12695,12210,135,8,143,4.99,11,7,1,0,675.43,1.5243,0.4444444444444444,8868,4,21,3142,3031,6676,3123,3047,1036,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1570996743,2024-11-30 00:10:04,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1530,25.5,MissFortune,BOTTOM,200,True,8,6,7,2.5,2,0,0,0,False,13,87295,10479,9482,622,373,17667,10368,9075,124,8,132,5.18,13,7,1,0,410.94,1.0107,0.32608695652173914,17520,4,21,3142,6676,3047,3123,1037,0,3340,primaryStyle,8369,8304,8345,8347,subStyle,8233,8236
TR1_1570836013,2024-11-29 16:45:49,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,1232,20.53,MissFortune,BOTTOM,200,False,9,5,2,2.2,1,0,0,0,False,11,53435,7898,7215,358,323,12666,8162,8025,115,0,115,5.6,8,5,0,0,384.64,0.9677,0.55,1400,4,21,1037,6676,3047,3133,3123,1018,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1570827928,2024-11-29 16:18:37,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,1121,18.68,Caitlyn,BOTTOM,100,False,2,5,5,1.4,0,0,0,0,False,10,57309,7074,6915,159,0,10303,6998,6550,115,0,115,6.16,10,5,1,0,378.63,1.0109,0.5384615384615384,1824,4,21,1055,6676,1038,3047,1036,0,3340,primaryStyle,8021,8009,9103,8014,subStyle,8233,8236
TR1_1570714319,2024-11-29 00:04:11,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1947,32.45,Nilah,BOTTOM,200,False,5,8,5,1.25,0,0,0,0,False,14,78955,3961,3453,0,508,24325,9553,9100,120,0,120,3.7,12,8,0,0,122.06,0.4146,0.3225806451612903,2006,4,21,6676,3123,3156,0,3047,0,3340,primaryStyle,8005,9111,9103,8299,subStyle,8143,8135
TR1_1570692941,2024-11-28 23:15:39,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2584,43.07,MissFortune,BOTTOM,100,True,27,8,13,5.0,2,1,0,0,False,18,193667,49427,46196,1579,1652,40875,20279,18500,200,4,204,4.74,29,15,1,0,1147.69,2.4373,0.5970149253731343,11042,4,21,3047,6676,3033,3031,3814,3026,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1570682966,2024-11-28 22:34:30,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1596,26.6,MissFortune,BOTTOM,100,True,12,2,8,10.0,3,0,0,0,False,13,96802,15699,14681,605,412,16667,12557,11050,146,4,150,5.64,17,9,3,0,590.19,1.2502,0.46511627906976744,15301,4,21,3047,6676,3123,3031,3035,1018,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1570647648,2024-11-28 20:50:04,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,916,15.27,Riven,TOP,100,False,1,2,1,1.0,0,0,0,0,False,9,18929,3871,3871,0,0,7373,3449,3150,44,0,44,2.88,6,5,0,0,253.56,1.1224,0.16666666666666666,728,4,14,3044,3067,1001,1033,1055,0,3340,primaryStyle,8010,9111,9105,8299,subStyle,8275,8210
TR1_1570601919,2024-11-28 18:31:35,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2168,36.13,Caitlyn,BOTTOM,200,False,10,9,8,2.0,0,0,0,0,False,15,136423,20634,19047,848,739,25011,12670,12200,139,1,140,3.87,18,12,0,0,571.05,1.6286,0.5454545454545454,5206,4,21,3031,3047,6676,3123,3094,1036,3340,primaryStyle,8021,8009,9103,8014,subStyle,8233,8236
TR1_1570593735,2024-11-28 17:57:02,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1729,28.82,MissFortune,BOTTOM,100,False,1,8,10,1.38,0,0,0,0,False,13,94085,8878,7773,821,283,16980,8985,8500,153,2,155,5.38,18,10,2,0,308.09,0.9881,0.4074074074074074,2224,4,21,3047,6676,3123,3508,0,0,3340,primaryStyle,8369,8304,8345,8347,subStyle,8014,8009
TR1_1570586394,2024-11-28 17:21:07,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1900,31.67,MissFortune,BOTTOM,200,True,9,7,11,2.86,1,0,0,0,False,14,99604,21508,19477,1347,683,22957,12367,11850,108,8,116,3.66,18,10,2,0,679.2,1.7391,0.37735849056603776,21088,4,21,6676,3047,3031,3094,3123,1029,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1570547527,2024-11-28 14:13:29,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,1782,29.7,MissFortune,BOTTOM,200,True,11,7,8,2.71,2,0,0,0,False,14,137499,23979,21459,1405,1114,19934,13594,12400,173,0,173,5.82,18,10,1,0,807.37,1.7639,0.5277777777777778,18041,4,21,3031,6676,3047,3123,3508,1029,3340,primaryStyle,8369,8304,8345,8347,subStyle,8014,8009
TR1_1570522810,2024-11-28 10:57:39,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,1859,30.98,Riven,TOP,200,False,3,5,3,1.2,0,0,0,0,False,15,90955,10089,9865,0,224,22647,9255,9300,160,0,160,5.16,15,8,0,0,325.63,1.0901,0.2222222222222222,1819,4,14,3156,3071,1053,0,0,3111,3340,primaryStyle,8010,9111,9105,8299,subStyle,8275,8210
TR1_1570521101,2024-11-28 10:12:28,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,1973,32.88,MissFortune,BOTTOM,200,False,1,8,5,0.75,0,0,0,0,False,14,99835,8848,7737,571,540,25590,9132,8545,151,4,155,4.71,20,11,3,0,269.07,0.9689,0.25,2743,4,21,1037,3047,3123,1038,6676,1018,3340,primaryStyle,8369,8304,8345,8347,subStyle,8233,8236
TR1_1570434429,2024-11-27 22:56:49,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2083,34.72,MissFortune,BOTTOM,100,True,11,4,10,5.25,3,0,0,0,False,15,136492,28617,25730,667,2219,17083,14383,13100,178,4,182,5.24,21,11,1,0,824.3,1.9896,0.5526315789473685,20243,4,21,3031,6676,3123,3047,3508,2019,3340,primaryStyle,8369,8304,8345,8347,subStyle,8233,8236
TR1_1570421926,2024-11-27 22:31:11,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1207,20.12,MissFortune,BOTTOM,100,True,14,3,5,6.33,2,1,0,0,False,12,70967,18118,16529,651,937,9596,11240,8275,136,0,136,6.76,8,5,0,0,900.65,1.6119,0.5,4906,4,21,1037,3047,6676,1038,3123,1018,3340,primaryStyle,8369,8304,8345,8347,subStyle,8233,8236
TR1_1570406627,2024-11-27 21:54:41,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1406,23.43,MissFortune,BOTTOM,100,False,4,8,2,0.75,0,0,0,0,False,11,50645,6024,5294,580,149,13853,7820,7225,108,0,108,4.61,10,6,0,0,257.07,0.7703,0.5,1498,4,21,6676,3047,1018,1037,1038,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1570272188,2024-11-27 13:41:09,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,2269,37.82,MissFortune,BOTTOM,200,True,17,7,9,3.71,4,0,0,0,False,17,236405,36486,33910,1228,1348,29471,17734,15300,218,16,234,6.19,25,12,2,0,964.81,2.0574,0.4482758620689655,38806,4,21,3047,6676,3123,3031,3508,3026,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1570266142,2024-11-27 12:53:24,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,2361,39.35,Kayn,JUNGLE,200,True,5,7,14,2.71,0,0,0,0,False,17,171434,10777,9648,0,1129,47137,13379,12600,52,96,148,3.76,28,16,0,0,273.88,0.8055,0.35185185185185186,28726,4,11,3142,3123,3047,3071,6333,3133,3340,primaryStyle,8010,9111,9105,8299,subStyle,8347,8304
TR1_1570262002,2024-11-27 12:18:48,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,1626,27.1,MissFortune,BOTTOM,200,True,5,5,5,2.0,0,0,0,0,False,13,79830,14696,13367,793,535,15150,9710,8880,127,0,127,4.69,14,9,0,0,542.29,1.5135,0.3448275862068966,12885,4,21,1036,3047,6676,3031,0,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1570106311,2024-11-26 20:53:39,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,1488,24.8,MissFortune,BOTTOM,200,False,3,5,4,1.4,0,0,0,0,False,11,39915,7464,6637,804,21,15638,6259,6150,92,0,92,3.71,11,7,0,0,300.97,1.1925,0.3888888888888889,492,4,21,3047,6676,1055,3123,1018,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1570047440,2024-11-26 17:44:22,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2127,35.45,Pyke,UTILITY,100,True,9,18,14,1.28,2,0,0,0,False,15,31830,11164,8527,0,2637,33713,13567,13250,42,0,42,1.18,56,34,5,0,314.92,0.8229,0.4107142857142857,925,4,3,3142,3876,3047,3179,3814,6699,3340,primaryStyle,8112,8143,8138,8106,subStyle,8014,9111
TR1_1570035727,2024-11-26 16:58:16,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,2314,38.57,Pantheon,UTILITY,100,True,8,8,26,4.25,1,0,0,0,False,16,78853,25821,21100,1777,2943,31582,12152,11550,47,8,55,1.43,61,35,4,0,669.52,2.1248,0.6071428571428571,16764,4,14,6609,3047,3071,3179,1029,1029,3340,primaryStyle,8010,9111,9105,8014,subStyle,8126,8105
TR1_1570030556,2024-11-26 16:36:44,CLASSIC,MATCHED_GAME,440,11,14.23.636.9832,939,15.65,MissFortune,BOTTOM,200,False,1,6,2,0.5,0,0,0,0,False,9,24673,3441,2989,452,0,8693,4891,4750,89,4,93,5.94,5,4,0,0,219.87,0.7035,0.75,389,4,21,3047,1055,6676,0,2003,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1570022195,2024-11-26 15:51:31,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,1259,20.98,Nilah,BOTTOM,200,False,4,4,6,2.5,0,0,0,0,False,11,39092,5797,5526,0,270,13470,7170,6575,98,0,98,4.67,12,7,2,0,276.27,0.8085,0.6666666666666666,0,4,21,6676,3047,1037,1018,1055,0,3340,primaryStyle,8010,9111,9103,8299,subStyle,8143,8135
TR1_1570008971,2024-11-26 14:49:01,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,2780,46.33,MissFortune,BOTTOM,200,True,14,6,11,4.17,1,0,0,0,False,18,224333,33085,29493,1421,2170,36446,18591,15600,233,4,237,5.12,28,18,1,0,714.06,1.7796,0.4716981132075472,26758,4,21,3047,6676,3123,3031,3072,3026,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
TR1_1570004114,2024-11-26 14:06:36,CLASSIC,MATCHED_GAME,420,11,14.23.636.9832,1702,28.37,MissFortune,BOTTOM,100,True,17,5,9,5.2,3,2,0,0,False,14,102328,22746,21491,837,417,16597,13865,13150,130,4,134,4.72,16,10,0,0,801.86,1.6405,0.5,22673,4,21,3033,6676,1038,3047,3031,0,3340,primaryStyle,8005,8009,9103,8014,subStyle,8345,8304
